,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,
209,Into You,Dangerous Woman,Ariana Grande,2016-01-04,USUM71601827,1571,37,1368497471,112014,38138998,72,1149519353,6578172,2584661,56141850,340034199,551658113,110,39299,117,36,233338,7,170651857,73877,,4202931,0,
210,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-11-03,USUM71601826,1934,32.9,1120622892,104167,39070160,74,1005463648,10636477,1235857,67641088,533969522,175840192,90,25667,93,42,585777,10,251664382,168447,,4234563,0,
211,"thank u, next","thank u, next",Ariana Grande,2018-03-11,USUM71819361,515,68,1878196824,134913,54753824,73,1479999649,20977857,1542901,119391916,982464070,919652612,238,190014,400,371,885834,87,263689593,359639,,26082,1,
212,no tears left to cry,No Tears Left To Cry,Ariana Grande,2018-04-20,USUM71805289,923,50.2,1331371819,100503,36840744,71,1426855223,11706422,698131,30791124,219920452,1865455236,143,180151,280,68,735006,67,181267091,95346,,6415036,0,
213,God is a woman,God is a woman,Ariana Grande,2018-07-13,USUM71808574,4527,19.6,1064927546,83580,36516267,70,120105486,1141821,545,258785,2480889,1209261,90,88924,60,43,313446,,134305701,63318,,2195677,1,
214,breathin,Sweetener,Ariana Grande,2018-08-17,USUM71808582,4258,20.4,633631183,43387,15890645,64,445027001,5513277,13920,14375409,118002159,153280685,50,77909,78,16,187289,9,146212559,57665,,36891,1,
215,7 rings,7 rings,Ariana Grande,2019-01-18,USUM71900110,274,93.9,2262490403,179865,89518199,77,1903198886,22206277,3040090,282688098,2620954252,2185559044,220,176589,945,87,1044537,76,301142482,409686,,7983512,1,
216,boyfriend (with Social House),boyfriend,Ariana Grande,2019-02-08,USUG11902591,3324,23.8,809537829,72598,26362809,71,372025118,5569680,193998,65714726,449615555,205238924,60,4004,,24,199614,15,54140317,23831,,2626276,1,
217,"break up with your girlfriend, i'm bored","thank u, next",Ariana Grande,2019-08-02,USUM71900409,1857,33.7,975281654,82431,31929703,69,672090558,7230344,66530,29856824,218317192,920848561,74,52163,263,29,609186,19,162544700,135795,,2386682,1,
218,Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,2020-08-05,USUM72009644,1321,40.9,1120501187,116269,56772519,73,433277837,6197761,273464,84906720,561421880,506930449,154,124491,,65,657287,33,70398511,27283,478672,4103756,0,
219,positions,positions,Ariana Grande,2020-10-23,USUM72019412,368,80,1432830108,139215,53934095,74,778340255,10401273,1268910,254276140,1984520688,1958337600,283,599336,639,43,242610,50,90015866,39920,,3299253,1,
220,34+35,Positions,Ariana Grande,2020-10-30,USUM72020423,727,56.8,978617707,97191,40917688,70,722372895,11582120,254060,60197709,359903081,472873487,109,329936,514,29,259515,20,69822231,54449,,1769544,1,
221,pov,Positions,Ariana Grande,2020-10-30,USUM72020441,2147,31,541397856,62958,23901981,66,195125143,1921318,1254926,161743407,1082235761,4630208,47,134263,328,7,163183,13,54217135,23039,,1320353,0,
229,Nashe Si Chadh Gayi,November Top 10 Songs,Arijit Singh,2016-08-11,INY091600067,4591,19.4,145467020,14037,7387064,66,1118595159,3868828,11433,2534831,37757301,25150516,1,1200,,,,7,6817840,,,448292,0,
230,Tera Fitoor,"Tera Fitoor (From ""Genius"")",Arijit Singh,2018-12-07,INT101800121,4545,19.5,108748134,8561,5661296,68,900050812,4918218,114,24716,331691,32388440,4,721,,,,,396783,321,,203282,0,
231,Khairiyat,Chhichhore,Arijit Singh,2019-08-31,INS181904666,1587,36.8,240571166,23561,8550167,65,1362890151,10543675,17,45771,617708,194856891,3,672,,,,8,,,,121166,0,
232,"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,2022-05-11,INZ031411736,757,55.8,250599391,19757,12938935,66,642774625,4620243,,,,2903846,27,1266,,1,1097,10,,,,476013,0,
234,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,USSM11914320,939,49.7,1474968552,170595,31145335,68,473697535,5439167,1513097,565840941,4972391653,251187916,154,271106,583,78,626621,2,,,,4556715,1,
235,Buttabomma - Telugu,"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",Armaan Malik,2019-12-24,INA091916753,2722,27,92120986,8924,2240190,56,981723299,6195434,,16396111,219466261,,8,18,,,,4,9207,532,,156960,0,
236,BILLIE EILISH.,BILLIE EILISH.,Armani White,2022-05-19,SGB502248062,350,82,359416593,91114,29730236,64,116400996,2127918,4530098,885538360,10488403602,74794888,40,169548,7064,18,137293,52,29260633,18576,24428,3310069,1,
237,I'm an Albatraoz,Full Circle: The Live Anthology,AronChupa,2011-11-20,SEYOK1406001,3011,25.3,568692309,122845,20445148,66,1631093608,13001577,322088,36083677,431870913,191669152,27,13,,20,70235,,66426238,94346,235101,13205767,1,
240,Iced Coffee,Iced Coffee,Arthur Hill,2022-05-10,SGB502240495,1678,35.6,2035613,824,277122,40,244170,4609,3601719,29510577,582307619,,,,,,,,,,,17051,0,
245,Weekend,Weekend,Ashley Mehta,2022-09-16,SGB502250429,3130,24.7,546633,253,17668,28,98636,1771,2300556,14806470,276763604,,,22,,,,,,,,14823,1,
246,Daisy,Daisy,Ashnikko,2020-09-07,GBAYE2000596,2543,28.1,509353753,87580,20339605,63,231541575,3846027,893392,124467502,842856226,1767008,45,14716,112,21,15708,3,18916451,32263,,2842135,1,
247,Slumber Party (feat. Princess Nokia),DEMIDEVIL,Ashnikko,2021-10-06,GBAYE2000706,3145,24.6,345069681,77169,14435083,67,112087139,1939007,333925,257917924,1652650346,455056,29,1616,32,15,28298,1,10378177,20145,,2149498,1,
248,Your Love (9PM),Your Love (9PM),ATB,2021-01-15,DECE72003523,976,48.9,721002104,146298,62920572,71,118729044,952700,25400,5772644,81735548,153714110,201,361427,220,115,2519598,27,24235804,2394,5026745,7799522,0,
252,Dil Diyan Gallan,Tiger Zinda Hai (Original),Atif Aslam,2017-12-12,INY091700035,2801,26.5,204127666,20958,11366583,65,1326806818,7661864,169700,3586828,60784930,27572059,16,2497,,1,927,1,761,,,565775,0,
253,Dil Meri Na Sune,"Dil Meri Na Sune (From ""Genius"")",Atif Aslam,2018-07-27,INT101800122,4575,19.4,52282360,4602,1449767,56,943920245,5347766,,1721,19935,24973048,1,412,,1,927,,,,,193590,0,
254,Panic Room,Panic Room,Au/Ra,2018-09-02,GBARL1702250,3821,21.9,256361762,54160,11403808,63,183409458,2721404,613379,49207504,298147047,78649,26,352,,12,58691,,66736932,55676,152596,747708,0,
255,How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Auli'i Cravalho,2016-11-18,USWD11677855,1793,34.4,611088459,48476,19235449,67,1505578850,5184385,150273,18075637,149410833,46918755,87,592,382,10,155806,21,167139739,287679,,,0,
257,Cute,Cute,Aurel Surya Lie,2022-08-29,SGB502236207,564,64.1,142732,90,4986,21,195295,5143,6975800,319088576,5316677737,,,,,,,,,,,21634,0,
258,Runaway,Runaway,AURORA,2015-07-02,GBUM71500527,1567,37,884816583,204318,32928246,70,959919759,18300103,2541442,815869957,6276979194,208455596,100,4833,,39,188815,39,,,29247282,8277994,0,
259,Cure For Me,Cure For Me,AURORA,2021-07-07,GBUM72100848,4392,20,164125901,48700,4015128,57,145427971,2917166,363203,173214204,1747148081,885461427,25,11800,,13,37443,4,628739,3789,,1605654,0,
260,Sweet but Psycho,Sweet but Psycho,Ava Max,2018-08-17,USAT21802011,365,80.1,1668741024,174052,42966784,76,1254501233,9554049,5371543,206785018,2733847243,2008056455,192,368635,784,106,1172519,44,189191184,253101,44121,13479680,0,
261,So Am I,So Am I,Ava Max,2019-07-03,USAT21900569,3558,22.8,570045987,57702,10099210,66,368297733,4429234,233355,26434189,218968895,327698772,36,103692,23,18,46637,18,37671421,37562,,4651739,0,
262,Salt,Salt (The Remixes),Ava Max,2019-12-12,USAT21906991,2891,25.9,388802420,56080,8025213,62,267992366,1873271,416848,90667312,1836584524,16367818,49,178796,,41,423672,6,36658628,20389,6142628,4056404,0,
263,Who's Laughing Now,Who's Laughing Now,Ava Max,2020-07-30,USAT22001106,4522,19.6,218674366,34897,3519653,57,242536989,2020435,48606,6100208,72001415,16182813,37,142362,,28,861322,6,12733716,5842,,2245711,0,
264,My Head & My Heart,Heaven & Hell,Ava Max,2020-09-18,USAT22007121,1413,39.3,518293446,72376,41025788,69,312305062,2892320,64895,9248105,76367154,757898181,159,303037,593,56,680148,32,152082416,17370,,5212093,0,
265,Kings & Queens,Kings & Queens,Ava Max,2020-12-03,USAT21906943,440,73.4,955439608,130031,24897061,73,627987518,6208902,2483437,192674077,2036664297,2083362305,175,668145,1183,123,2128228,40,154195791,77421,,8517243,0,
266,Million Dollar Baby,Million Dollar Baby,Ava Max,2022-01-09,USAT22206818,3198,24.4,106218899,18622,4105233,60,54371720,527297,9975,2463185,44940300,44694803,39,171539,847,18,1266461,9,11675181,5696,,1646446,0,
268,The Nights,Full Circle: The Live Anthology,Avicii,2011-11-20,CH3131340464,1680,35.6,1780761618,306987,80839124,79,1147006109,12229051,3069701,317503477,3389115337,248385509,89,22140,,111,435291,28,66876028,81455,,12603697,0,
269,Wake Me Up,TRUE,Avicii,2013-01-01,SEUM71301326,436,73.7,2325017580,347004,112575684,81,3214634614,17924466,349966,33433988,360378218,351953763,302,358498,230,213,1715157,87,311299334,837891,,28653448,0,
270,Hey Brother,TRUE,Avicii,2013-01-01,CH3131340084,2663,27.3,1007623089,168666,43769189,72,936816983,7135806,82215,16452743,160676196,188246082,57,81281,28,51,151326,13,183199524,305146,,10854307,0,
271,Waiting For Love,Ibiza Residence 2015,Avicii,2015-01-01,CHB701400134,1263,42.1,1397975653,205128,62368816,74,1701608739,13598875,1175137,19503025,154837616,180189999,130,56643,,69,344319,23,35406623,22105,,10834953,0,
272,SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,2019-10-04,SE5R71900201,3839,21.8,763658190,99429,20117915,66,155980021,1735488,179239,19576729,258338520,327849531,143,88421,187,163,847295,28,37623487,14921,,4054017,0,
273,Sail,Back From Earth,AWOLNATION,2010-01-01,USP6L1000053,1523,37.6,814264073,145349,25209426,68,878157246,6677962,819089,331755802,3643615871,156005123,64,82779,145,33,216744,27,752849510,1939183,,12879196,0,
274,More Than You Know,More Than You Know,Axwell /\ Ingrosso,2017-05-24,GBUM71701735,3218,24.3,1346174222,180267,66781268,75,68221936,484565,115781,8359988,87048066,,157,99714,,92,550941,48,34196542,17254,,9094363,0,
275,Djadja,Djadja,Aya Nakamura,2018-06-04,FRZ041800369,1849,33.8,449300755,100823,11604346,65,1085070267,6471346,91851,11755003,125615755,150274308,124,23057,14,66,578395,42,1232850,4071,,8075024,0,
276,Copines,Copines,Aya Nakamura,2018-08-24,FRZ041800793,867,52.1,381322519,70125,7759068,67,793025740,7300331,9295551,769130337,8503116899,11289899,45,16672,,29,258833,7,549774,2745,,5305717,0,
278,Rolex,Rolex,Ayo & Teo,2017-01-13,USUYG1126838,2585,27.8,491358577,7067,1642096,,1050086757,10196796,,,,199660421,,,,1,35535,,106302056,571084,,,0,
279,Rolex,Rolex,Ayo & Teo,2017-03-15,USSM11702948,1996,32.3,491634627,75806,13437276,62,188680059,1804608,9112818,78533802,541006747,451705,44,1858,72,21,174638,2,,,,4960587,0,
280,Rush,Rush,Ayra Starr,2022-09-16,NGA3B2216004,205,106.4,371886608,98009,19411516,67,361174452,1904397,3035139,98505939,1454848289,269311214,162,85871,230,47,2772886,67,10681624,3972,9245741,8870769,0,
284,Filhall 2,Filhall 2,B Praak,2020-06-19,QZLQR2052977,1721,35.2,81182241,2,18,,1138411241,9088368,897400,31231758,408728922,183195247,,,,,,,,,,,0,
285,Baarish Ki Jaaye,Baarish Ki Jaaye,B Praak,2021-03-27,INUM72100017,2142,31.1,53064181,6163,1029980,53,700321521,7293139,874600,10595202,144528086,242150653,1,40,,,,2,12638,,,216531,0,
286,Filhaal2 Mohabbat,Filhaal2 Mohabbat,B Praak,2021-06-07,INUM72100040,2206,30.5,72348363,6300,1979759,57,717290683,6865430,181300,5507080,90316836,1919497,5,247,,,,2,7696,,,209262,0,
287,"Mann Bharryaa 2.0 (From ""Shershaah"")","Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,2021-08-15,INS172102779,4424,19.9,149351877,15576,5847920,61,365670176,5075644,72976,4375481,60033835,160130930,10,170,,1,1097,3,,,,137705,0,
290,8 Parche,8 Parche,Baani Sandhu,2019-12-09,FR96X1934664,1436,38.8,96829196,9383,1730849,58,1058000530,6138968,3510631,56260142,840026921,157188734,3,136,,,,4,,,,242965,0,
292,ORANGE SODA,ORANGE SODA,Baby Keem,2019-07-16,QM6N21900076,2745,26.8,676690653,183862,33470385,73,69181584,992247,62163,26055931,203414980,70684,34,9442,3,8,26697,2,12499559,25352,,1211769,1,
293,family ties,family ties - Single,Baby Keem,2021-08-27,USSM12105949,945,49.5,786298066,204148,57623622,77,63403993,557514,55168,80647899,532021210,764790,62,21505,354,20,174320,38,6412824,10269,,1938598,1,
294,lost souls,The Melodic Blue,Baby Keem,2021-09-22,USSM12107536,3889,21.6,206432478,79180,9708315,64,25049879,343490,54,30404,404172,1213122,17,,39,9,27327,4,,,6333559,1078453,1,
297,Baby Songs,Baby Lullaby - Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newborn Natural Sleep Aid,Baby Lullaby,2014-10-23,USA2P1472414,2227,30.3,5484513,36,9217,27,897454562,2811983,2,6990,35885,,,,,,,,,,,,0,
303,Soy Peor,Soy Peor,Bad Bunny,2016-08-12,QZS1Z1649083,1672,35.7,507652985,55811,18606189,67,1585447114,9703825,50851,13509246,85135882,154037132,46,3219,23,19,12372,23,98328270,70058,24158109,1776984,1,
304,MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,2018-11-10,USWB11802236,503,68.7,1318254846,159832,44868247,71,1572511545,8633372,535956,20456871,244589825,518407208,163,104438,100,94,1189554,66,219127089,82409,36852822,6952792,0,
305,NI BIEN NI MAL,X 100PRE,Bad Bunny,2018-12-23,QM7281884659,3735,22.2,461199840,57617,14966162,61,457134135,3745990,789376,16239631,170750243,23716081,14,2191,21,13,23140,,87133397,13955,1606154,889933,1,
306,La Romana,X 100PRE,Bad Bunny,2018-12-23,QM7281884731,4191,20.7,410897040,71655,16804911,68,428412819,3256737,15791,10068979,79348588,26238783,37,5585,19,8,184206,3,47439393,26404,,2764964,1,
307,Callaita,Callaita,Bad Bunny,2019-05-31,QM6N21919851,638,60,1448173030,156477,70813159,70,1341625876,6392667,625362,38376453,354361373,319055884,145,21249,58,58,3650942,26,177618696,48208,,3026321,1,
308,Vete,Vete,Bad Bunny,2019-11-21,QMFME1914637,1702,35.4,991885224,101177,25041872,64,600051690,4073946,42606,8039160,76307093,140792004,113,11246,83,40,216331,14,126271911,38291,,1422487,1,
309,Dakiti,Dakiti,Bad Bunny,2020-01-01,QMFME2004132,262,96.1,1977947460,245685,56430031,72,1861597184,10999677,21703,1119576,21573356,724908300,265,202804,241,97,3921489,72,152205131,46748,,6091496,1,
310,Ignorantes,Ignorantes,Bad Bunny,2020-02-14,QM4TW2090210,2618,27.6,671572185,88857,22055975,62,417964046,2807917,10203,4124925,26125487,41199062,70,12213,66,26,309402,25,74716130,7214,,959604,1,
311,Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030934,1036,47.1,745086450,95154,29388631,67,818482247,8068018,1515908,126702212,1133216780,291194930,128,24957,38,35,372403,53,81678830,65483,,1822325,0,
312,Safaera,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030965,1331,40.7,868744690,116275,31273843,70,491413241,3414196,1386728,112367323,989597627,129404102,125,20107,11,67,496043,25,73353572,44045,,2268804,1,
313,La Santa,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030933,2361,29.3,915557792,96498,35375775,75,372427636,1612028,13000,8552412,69210381,36886200,86,10704,,25,403347,23,86039052,13906,,1024927,1,
314,A Tu Merced,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030959,2856,26.1,778269101,94041,20880365,70,357643934,1517496,80500,42847884,287886349,1278210,35,3929,,12,77806,8,26315157,4614,,671048,0,
315,Una Vez,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030960,3141,24.6,563826995,75780,18073624,71,349516218,2323510,5875,5707207,44061028,9248014,33,1695,,5,1469,8,50680752,6870,4059598,1171863,1,
316,Yonaguni,Yonaguni,Bad Bunny,2021-04-06,QM6P42169803,295,88.6,1398634184,177082,44848091,71,1084871745,7894095,884793,298126879,2877719483,314632224,145,54669,145,40,381403,48,62939872,19535,,2211960,1,
317,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214877,64,184.8,1811990630,173358,67603671,79,1516863120,8870768,4506600,549886060,6470937272,934894575,124,77120,327,44,14871714,63,111324744,39123,,3393920,1,
318,Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214888,188,110.7,1421763497,152592,62313059,78,945857087,5587691,179400,14518451,225142753,171156518,91,72953,191,42,6938988,49,57148186,17651,,3087489,0,
319,Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214875,272,94.1,1108031580,121256,44739826,77,765780154,4700638,222100,106783326,940630746,719730500,104,74052,113,30,7198424,58,41077827,11906,9615729,1644044,1,
320,Efecto,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214884,292,90.1,1293773697,115332,51081689,77,501908214,2730759,2482560,549037519,6046489956,179322656,50,33285,48,16,2258927,51,43667676,13112,,1927360,1,
321,Party,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214885,789,54.7,725076772,83311,29009374,72,296661885,2150658,705800,287983296,3014389754,22621115,51,39010,150,15,1934966,19,64496554,17065,,1467014,0,
322,Tarot,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214881,796,54.3,742515730,93128,28604664,73,275203830,1499544,940020,241093278,2486183983,22246842,39,10091,,4,178868,7,36599355,3147,,959597,1,
323,Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214894,1067,46.4,366872354,61014,15444758,68,146768761,1402279,2232600,180281548,1794129686,20198310,14,8167,,8,482273,7,10647882,2818,2328837,768036,0,
324,Neverita,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214882,1139,44.6,831868563,93211,21780286,73,181498962,1237772,115200,87502749,985066343,21690461,36,30945,391,12,806258,5,23282331,5780,,1247731,0,
325,Andrea,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214893,1335,40.7,432885913,51912,12241438,71,321888868,1818193,575000,152132878,1232405599,20330597,14,2673,42,2,200870,6,17790574,5179,,901897,1,
326,La Corriente,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214883,1745,34.9,591704263,65115,16254572,71,179847217,1213273,120800,26994022,266064027,24137183,12,6564,6,3,189015,3,36848007,3102,,977339,1,
327,Un Coco,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214892,1904,33.2,534736940,54870,16605882,73,243635144,1460980,35000,53470902,327984369,20204348,11,1066,,1,72,4,17997118,4174,,751985,0,
328,Un Ratito,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214879,1990,32.3,500671737,57541,10245525,70,204437602,1398859,17700,8267001,66367676,20223201,12,2271,,1,171943,1,29494305,3482,,796992,0,
329,Otro Atardecer,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214891,2126,31.2,426439016,58352,12590067,71,187059915,1140762,63700,33219040,232987490,20261939,15,,2,2,605,3,17983505,2209,,961174,0,
330,Dos Mil 16,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214889,2249,30.2,426904285,50219,17690466,71,198252709,1323047,241013,89404506,679567159,20200537,15,355,,4,120297,9,10610635,1775,,629164,0,
331,Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214880,2901,25.9,370800055,49381,6786167,68,130681979,909372,9631,12486570,123346772,20198310,8,1209,,1,4012,1,11215211,2417,3831965,336808,1,
332,Aguacero,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214886,3068,25,342075557,42659,11281372,68,128273450,963861,419100,226879716,1873295908,25525556,8,628,,,,,7618357,1397,,415047,0,
333,Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,2022-06-05,QM6MZ2214895,3495,23.1,360149048,49439,8856237,69,94595491,955663,32000,21771827,154135701,31810445,11,681,,,,2,14011928,17893,,290721,0,
337,Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,2022-02-25,USYFZ2264208,2872,26,209635991,54470,8885780,71,26381437,281014,161246,24563445,231239811,12295099,18,99987,102,3,29711,13,23457347,11141,1923886,832908,0,
338,Zombie,Zombie,Bad Wolves,2018-01-19,USDPK1800004,3718,22.2,391235723,77293,8225027,6,133338318,1407929,104019,14567512,193481131,2330,9,60942,12,8,9221,33,300045453,184086,,5361011,0,
340,Aashiq Awaara (feat. Sunidhi Chauhan),ONE (Original Never Ends),Badshah,2018-08-17,INS171806603,4056,21.1,2574126,400,134449,27,1033803791,4709012,158,16676,2785871,100641302,4,150,,,,2,462916,,,17003,0,
341,"Akh Lad Jaave (From ""Loveyatri"")","Akh Lad Jaave (From ""Loveyatri"")",Badshah,2018-08-23,INS181801889,3950,21.5,97600091,10461,4441829,55,966173774,5203477,,2364,49191,131470144,14,681,,,,7,,,,432493,0,
342,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Garmi (From ""Street Dancer 3D"")",Badshah,2019-12-26,INS181905948,3154,24.6,129283318,9852,5286439,57,835213852,4972865,227900,8182757,71482445,233218560,12,2080,,,,8,,,,200527,0,
343,Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,2020-03-26,INS172000876,930,50,86295058,7591,3058131,55,1022945729,6994273,5444473,128000154,1953198700,197996975,7,961,,3,2467,7,519209,,,193040,0,
344,Paani Paani,Paani Paani,Badshah,2021-09-06,INH102100261,1790,34.4,89815962,9126,3802888,54,850941688,6694074,,,,158313518,8,1560,,2,1370,11,125172,,,176468,0,
345,Jugnu,Jugnu,Badshah,2021-10-26,INUM72100074,3847,21.7,162005746,11105,3811972,61,402093763,2902624,36624,4573508,74566411,5684120,15,708,,1,509,6,321200,406,,268778,0,
